"title","keyword"
"Verarbeitung von Vagheits- und Unsicherheitsbewertungen: Tools für das Testen von Ansätzen für die Unifikation und die Logikbehandlung von mit Unsicherheit und Vagheit bewerteten Graphen im L-LILOG-STUF-Graphenkonzept","diam"
"Verarbeitung von Vagheits- und Unsicherheitsbewertungen: Tools für das Testen von Ansätzen für die Unifikation und die Logikbehandlung von mit Unsicherheit und Vagheit bewerteten Graphen im L-LILOG-STUF-Graphenkonzept","vitae"
"Verarbeitung von Vagheits- und Unsicherheitsbewertungen: Tools für das Testen von Ansätzen für die Unifikation und die Logikbehandlung von mit Unsicherheit und Vagheit bewerteten Graphen im L-LILOG-STUF-Graphenkonzept","tincidunt"
"Modeling Structured Open Worlds in a Database System: The FLL-Approach","diam"
"Modeling Structured Open Worlds in a Database System: The FLL-Approach","vestibulum"
"Integrating a Deductive Database System with a Warren Abstract Machine","non"
"Integrating a Deductive Database System with a Warren Abstract Machine","velit"
"Ein neuer Ansatz zur Integration unterschiedlicher lexikalischer Resourcen","vestibulum"
"Expressing Linguistic Knowledge in STUF '91","tincidunt,"
"Expressing Linguistic Knowledge in STUF '91","tincidunt"
"Expressing Linguistic Knowledge in STUF '91","sapien"
"Zeit und Aspekt bei der Verarbeitung natürlicher Sprachen","tincidunt"
"Spezifikation eines Theorembeweisers für dreiwertige First-Order Logik.","diam"
"Spezifikation eines Theorembeweisers für dreiwertige First-Order Logik.","vestibulum"
"Über die W's der Textgenerierung: Was, wofür, wo und wie: Wissensbasierte Generierung von informierenden Texten in einem Auskunftssystem","tincidunt"
"Über die W's der Textgenerierung: Was, wofür, wo und wie: Wissensbasierte Generierung von informierenden Texten in einem Auskunftssystem","sapien"
"Über die W's der Textgenerierung: Was, wofür, wo und wie: Wissensbasierte Generierung von informierenden Texten in einem Auskunftssystem","posuere"
"Integrating Model Theoretic and Proof Theoretic Interpretation of Logic Programs","velit"
"Integrating Model Theoretic and Proof Theoretic Interpretation of Logic Programs","vestibulum"
"Integrating Model Theoretic and Proof Theoretic Interpretation of Logic Programs","tincidunt"
"THOR - A System for Computing in Equational Theories","vestibulum"
"THOR - A System for Computing in Equational Theories","velit"
"Syntactic Processing of Unknown Words","velit"
"Verträglichkeitsprüfungen für die Verarbeitung räumlichen Wissens","tincidunt"
"Verträglichkeitsprüfungen für die Verarbeitung räumlichen Wissens","tincidunt,"
"Verträglichkeitsprüfungen für die Verarbeitung räumlichen Wissens","tincidunt"
"A Tool Kit for Knowledge Based Production Planning Systems","sapien"
"A Tool Kit for Knowledge Based Production Planning Systems","non"
"Wortbedeutungen und lexikalische Repräsentationen","vestibulum"
"Wortbedeutungen und lexikalische Repräsentationen","tincidunt"
"Semantische Repräsentation von Plural-Phänomenen","tincidunt"
"Semantische Repräsentation von Plural-Phänomenen","non"
"Results on Non-Monotonic Logics.","sapien"
"Modelling Spatial Knowledge on a Linguistic Basis","posuere"
"Modelling Spatial Knowledge on a Linguistic Basis","diam"
"Modelling Spatial Knowledge on a Linguistic Basis","posuere"
"Modularizing Knowledge in LILOG","posuere"
"Modularizing Knowledge in LILOG","vitae"
"Rule Rewriting Techniken zur globalen Optimierung von FLL-Programmen","velit"
"Rule Rewriting Techniken zur globalen Optimierung von FLL-Programmen","sapien"
"Variable Subkategorisierung: Eine Theorie unpersönlicher Einbettungen im Deutschen","posuere"
"Presupposition, Anaphora, and Lexical Content.","Sed"
"Presupposition, Anaphora, and Lexical Content.","Sed"
"Presupposition, Anaphora, and Lexical Content.","non"
"Development and Programming of Deductive Databases with PROTOS-L","posuere"
"Development and Programming of Deductive Databases with PROTOS-L","non"
"A Shared Segment and Interprocess Communication Facility for VM/370","posuere"
"ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integritätskontrolle von Wissensbasen","velit"
"ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integritätskontrolle von Wissensbasen","non"
"ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integritätskontrolle von Wissensbasen","vitae"
"The Algebra of Feature Graph Specifications","tincidunt,"
"SQL/Data System, General Information Manual.","vestibulum"
"SQL/Data System, General Information Manual.","posuere"
"SQL/Data System, General Information Manual.","vestibulum"
"A Persistent Store for Large Shared Knowledge Bases","tincidunt,"
"A Persistent Store for Large Shared Knowledge Bases","Sed"
"A Persistent Store for Large Shared Knowledge Bases","diam"
"Representation and Accessibility of Discourse Referents","diam"
"Representation and Accessibility of Discourse Referents","diam"
"Gebietskonstituierende Prozesse","velit"
"Gebietskonstituierende Prozesse","non"
"Gebietskonstituierende Prozesse","vestibulum"
"Slide Search.","posuere"
"Complexity of Logical Decision Problems: An Introduction","tincidunt,"
"Complexity of Logical Decision Problems: An Introduction","diam"
"Complexity of Logical Decision Problems: An Introduction","Sed"
"Weiterentwicklung des Earley-Algorithmus für kontextfreie und ID/LP-Grammatiken","velit"
"Weiterentwicklung des Earley-Algorithmus für kontextfreie und ID/LP-Grammatiken","diam"
"Weiterentwicklung des Earley-Algorithmus für kontextfreie und ID/LP-Grammatiken","velit"
"Terminological Reasoning is Inherently Intractable","Sed"
"Graph Based Extension of the LILOG Inference Engine","Sed"
"Graph Based Extension of the LILOG Inference Engine","diam"
"Verarbeitung natürlicher Sprache","diam"
"A Model for Discourse Particles","vitae"
"A Model for Discourse Particles","posuere"
"A Model for Discourse Particles","sapien"
"Chart-Parsing of Unification-Based Grammars with ID/LP-Rules","vitae"
"Chart-Parsing of Unification-Based Grammars with ID/LP-Rules","sapien"
"Chart-Parsing of Unification-Based Grammars with ID/LP-Rules","sapien"
"Transitive Closure: New Aspects of an Old Theme","tincidunt"
"Transitive Closure: New Aspects of an Old Theme","non"
"On Structuring Domain-Specific Knowledge","vestibulum"
"On Structuring Domain-Specific Knowledge","tincidunt,"
"Die Sloppy/Referenzielle Ambiguität: Bildungssyntax oder Diskursrepräsentationstheorie?","Sed"
"Standards für das Programmieren in Prolog für LILOG, Version 3.3","tincidunt"
"Standards für das Programmieren in Prolog für LILOG, Version 3.3","diam"
"LILOG Prototype I Grammar Documentation: Semantics","posuere"
"LILOG Prototype I Grammar Documentation: Semantics","velit"
"Datenbankkonzepte für wissensbasierte Systeme","tincidunt"
"Datenbankkonzepte für wissensbasierte Systeme","tincidunt,"
"Using a Structured English Query Language as a Data Definition Facility.","tincidunt"
"The Compilation of a High Level Data Language.","tincidunt"
"The Compilation of a High Level Data Language.","velit"
"Ein Lernverfahren für den automatischen Erwerb von Kontrollwissen","vestibulum"
"Stability Analysis of Wireless Networks","vitae"
"Finding Scientific Papers with HPSearch and MOPS","vitae"
"Finding Scientific Papers with HPSearch and MOPS","vestibulum"
"A Modified Mesh Independence Principle of Newton's Method","vitae"
"A Modified Mesh Independence Principle of Newton's Method","vestibulum"
"VisBDD - A Webbased Visualization Framework for OBDD Algorithms","diam"
"VisBDD - A Webbased Visualization Framework for OBDD Algorithms","tincidunt,"
"VisBDD - A Webbased Visualization Framework for OBDD Algorithms","Sed"
"On Boolean vs. Modular Arithmetic for Circuits and Communication Protocols","Sed"
"On Boolean vs. Modular Arithmetic for Circuits and Communication Protocols","non"
"On Boolean vs. Modular Arithmetic for Circuits and Communication Protocols","vitae"
"A Parametric View to the Mangasarian-Fromovitz Constraint Qualification","non"
"A Decomposition Method in Nonconvex Mixed-Integer Programming","vestibulum"
"Trust Region Methods for Solving the Optimal Output Feedback Design Problem","non"
"Trust Region Methods for Solving the Optimal Output Feedback Design Problem","diam"
"A Decomposition Method Using Duality Bounds for Nonconvex Optimization","tincidunt"
"A Decomposition Method Using Duality Bounds for Nonconvex Optimization","tincidunt,"
"Nonuniform Grids for Reduced Basis Design of Low Order Feedback Controllers for Nonlinear Continuous Systems","Sed"
"Approximation of the Newton Step by a Defect Correction Process","vestibulum"
"Polytope Containment and Determination by Linear Probes","diam"
"Polytope Containment and Determination by Linear Probes","velit"
"Polytope Containment and Determination by Linear Probes","tincidunt,"
"On Markovian Spatial Arrival Processes for the Performance Analysis of Mobile Communication Networks","diam"
"On Markovian Spatial Arrival Processes for the Performance Analysis of Mobile Communication Networks","tincidunt,"
"Convolution Algorithms for BMAP/G/1-Queues","tincidunt,"
"Convolution Algorithms for BMAP/G/1-Queues","non"
"tele-TASK - Teleteaching Anywhere Solution Kit","velit"
"tele-TASK - Teleteaching Anywhere Solution Kit","vestibulum"
"tele-TASK - Teleteaching Anywhere Solution Kit","tincidunt,"
"A QQP-Minimization Method for Semidefinite and Smooth Nonconvex Programs","tincidunt"
"A QQP-Minimization Method for Semidefinite and Smooth Nonconvex Programs","tincidunt"
"18. Workshop über Komplexitätstheorie, effiziente Algorithmen und Datenstrukturen, Universität Trier, 20. Oktober 1992 (Abstracts)","non"
"18. Workshop über Komplexitätstheorie, effiziente Algorithmen und Datenstrukturen, Universität Trier, 20. Oktober 1992 (Abstracts)","Sed"
"18. Workshop über Komplexitätstheorie, effiziente Algorithmen und Datenstrukturen, Universität Trier, 20. Oktober 1992 (Abstracts)","tincidunt,"
"On the Complexity of Constructing Optimal OBDD's","non"
"On the Complexity of Constructing Optimal OBDD's","non"
"On the Complexity of Constructing Optimal OBDD's","non"
"Numerical Solution of Control Problems under Uncertainty and Perturbation of Input Data with Applications in Finance","posuere"
"Structured PSB-Update for Optimal Shape Design Problems","vitae"
"Räumliche Markov-additive Prozesse und Bedienstationen ohne Warteraum","vitae"
"Räumliche Markov-additive Prozesse und Bedienstationen ohne Warteraum","Sed"
"Fast Generation of Random Permutations via Networks Simulation","non"
"Fast Generation of Random Permutations via Networks Simulation","tincidunt,"
"Fast Generation of Random Permutations via Networks Simulation","tincidunt,"
"Approximation Results for Wavelength Routing in Directed Binary Trees","tincidunt"
"Approximation Results for Wavelength Routing in Directed Binary Trees","vitae"
"Condensing Tensor Product Modules","posuere"
"Condensing Tensor Product Modules","velit"
"A Comparison of Numerical Methods for Optimal Shape Design Problems","non"
"Interprocedural Analysis Based on PDAs","velit"
"Interprocedural Analysis Based on PDAs","Sed"
"Scheduling of Conditional Executed Jobs","posuere"
"Scheduling of Conditional Executed Jobs","vitae"
"Mod-2-OBDD's: A Generalization of OBDD's and EXOR-Sum-of-Products","tincidunt"
"Mod-2-OBDD's: A Generalization of OBDD's and EXOR-Sum-of-Products","posuere"
"A Heuristic for (+)-OBDD Minimization","Sed"
"A Heuristic for (+)-OBDD Minimization","vitae"
"A Heuristic for (+)-OBDD Minimization","diam"
"Complete Families of Invariant Distributions","tincidunt,"
"Complete Families of Invariant Distributions","diam"
"Numerical Solution of a Semilinear Parabolic Control Problem","vestibulum"
"Numerical Solution of a Semilinear Parabolic Control Problem","tincidunt,"
"Structural Gröbner Basis Detection","vestibulum"
"Structural Gröbner Basis Detection","vestibulum"
"A Fast and Robust Algorithm for a Class of Generalized Fractional Programs","vitae"
"A Fast and Robust Algorithm for a Class of Generalized Fractional Programs","Sed"
"Do We Really Need Common Variable Orders for Synthesizing OBDDs?","sapien"
"Do We Really Need Common Variable Orders for Synthesizing OBDDs?","vestibulum"
"Do We Really Need Common Variable Orders for Synthesizing OBDDs?","Sed"
"Lagrange-Duality and Partitioning Techniques in Nonconvex Global Optimization","vitae"
"Lagrange-Duality and Partitioning Techniques in Nonconvex Global Optimization","Sed"
"Lagrange-Duality and Partitioning Techniques in Nonconvex Global Optimization","non"
"Two Program Comprehension Tools for Automatic Parallelization: A Comparative Study","non"
