"title","auth_name"
"Trusted Computing Group.","Scott A. Rotondo"
"Key Management.","Steve Lloyd"
"Key Management.","Carlisle Adams"
"Mash Hash Functions (Modular Arithmetic Secure Hash).","Bart Preneel"
"Mobile Payments.","Marijke De Soete"
"Mobile Wallet.","Marijke De Soete"
"Encryption Exponent.","Burt Kaliski"
"E0.","Caroline Fontaine"
"Polybios Square Encryption.","Friedrich L. Bauer"
"Euclidean Algorithm.","Berk Sunar"
"Birthday Paradox.","Arjen K. Lenstra"
"Probabilistic Primality Test.","Anton Stiglic"
"White-Box Cryptography.","Brecht Wyseur"
"IDEA.","Alex Biryukov"
"Hyperelliptic Curve Security.","Roberto Avanzi"
"Hyperelliptic Curve Security.","Nicolas Thériault"
"Certificateless Cryptography.","Alexander W. Dent"
"PKI Trust Models.","Mike Just"
"Electronic Payment.","Gerrit Bleumer"
"Hash Agility.","David Challener"
"Dictionary Attack.","Carlisle Adams"
"Trust Management in Databases.","Scott D. Stoller"
"Biba Integrity Model.","Aaron Estes"
"Biometric Social Responsibility.","Alan D. Smith"
"Galois Counter Mode.","David A. McGrew"
"Privilege Management.","Carlisle Adams"
"Key agreement.","Mike Just"
"Access Control Matrix.","Aaron Estes"
"Attribute certificate.","Peter Landrock"
"Biometrics for Forensics.","Martin Evison"
"Secure Localization.","Donggang Liu"
"Multiparty Computation.","Berry Schoenmakers"
"DoS Pushback.","John Ioannidis"
"Cross Site Scripting Attacks.","Engin Kirda"
"Substitutions and permutations.","Friedrich L. Bauer"
"Biometric Privacy.","Fabio Scotti"
"Biometric Privacy.","Stelvio Cimato"
"Biometric Privacy.","Roberto Sassi"
"Smart Card.","Marijke De Soete"
"Digital Signature Schemes.","Kazue Sako"
"Lattice Based Cryptography.","Daniele Micciancio"
"Trusted Computing.","Stephen M. Papa"
"Trusted Computing.","William D. Casper"
"Itoh-Tsujii Inversion Algorithm.","Jorge Guajardo"
"Transport Layer Security (TLS).","Clemens Heinrich"
"Meet-in-the-Middle Attack.","Alex Biryukov"
"Common Criteria.","Tom Caddy"
"ARP Spoofing.","William Enck"
"Hash functions.","Bart Preneel"
"Proof of Knowledge vs. Proof of Membership.","Berry Schoenmakers"
"Weak Keys.","Alex Biryukov"
"Primality Test.","Anton Stiglic"
"Discretionary Access Control.","Ninghui Li"
"Rijndael.","Joan Daemen"
"Rijndael.","Vincent Rijmen"
"Secondary Use Regulations.","Laurent Bussard"
"Known Plaintext Attack.","Alex Biryukov"
"Static Analysis.","David Brumley"
"Database Encryption.","Luc Bouganim"
"Database Encryption.","Yanli Guo"
"Twofish.","Christophe De Cannière"
"Packet-Dropping Attack.","Qijun Gu"
"Fixed-Base Exponentiation.","André Weimerskirch"
"Quasi-Identifier.","Sabrina De Capitani di Vimercati"
"Quasi-Identifier.","Sara Foresti"
"NIST Elliptic Curves.","Darrel Hankerson"
"NIST Elliptic Curves.","Alfred Menezes"
"Inference Control.","Joachim Biskup"
"Decisional Diffie-Hellman Problem.","Ran Canetti"
"Decisional Diffie-Hellman Problem.","Mayank Varia"
"Access structure.","Yvo Desmedt"
"Secure Index.","Gerardo Pelosi"
"Data Linkage.","William E. Winkler"
"MARS.","Christophe De Cannière"
"RFID Security.","Gildas Avoine"
"Sandbox.","Mark Stephens"
"Bell-La Padula Model.","David Elliott Bell"
"Minimal Polynomial.","Anne Canteaut"
"SSH.","Peter Landrock"
"Inversion in Finite Fields and Rings.","Christof Paar"
"Contactless Cards.","Marc Vauclair"
"Binomial Distribution.","Burton S. Kaliski Jr."
"Elliptic Curve Method for Factoring.","Paul Zimmermann"
"Biometric Technologies and Security - International Biometric Standards Development Activities.","Fernando L. Podio"
"E-Privacy.","Johannes Gehrke"
"E-Privacy.","Ashwin Machanavajjhala"
"Elliptic Curve Discrete Logarithm Problem.","Darrel Hankerson"
"Elliptic Curve Discrete Logarithm Problem.","Alfred Menezes"
"Lattice-Based Cryptography.","Daniele Micciancio"
"Designated-Verifier Proofs.","Berry Schoenmakers"
"Filter Generator.","Anne Canteaut"
"Security for Mashups.","Sachiko Yoshihama"
"SPKI.","Carl M. Ellison"
"Network Capabilities.","Xiaowei Yang 0001"
"Key Generation Using Physical Properties of Wireless Communication.","Aggelos Kiayias"
"Key Generation Using Physical Properties of Wireless Communication.","Bülent Yener"
"Distinguishing Attacks.","Marion Videau"
"Buffer Overflow Attacks.","Angelos D. Keromytis"
"Wireless Device Fingerprinting.","Suman Banerjee"
"Wireless Device Fingerprinting.","Vladimir Brik"
"Authenticated encryption.","John Black"
"Number Theory.","Scott Contini"
"One-Way Function.","Matthew J. B. Robshaw"
"Maximal-Length Linear Sequence.","Tor Helleseth"
"Digital Signature Schemes from Codes.","Philippe Gaborit"
"Digital Signature Schemes from Codes.","Nicolas Sendrier"
"Collaborative DoS Defenses.","Jelena Mirkovic"
"ElGamal Digital Signature Scheme.","Dan Boneh"
"Derived key.","Peter Landrock"
"Computational Puzzles.","XiaoFeng Wang 0001"
"Clark and Wilson Model.","Sabrina De Capitani di Vimercati"
"Clark and Wilson Model.","Pierangela Samarati"
"Keylogging.","Aaron Estes"
"Rijndael/AES.","Joan Daemen"
"Rijndael/AES.","Vincent Rijmen"
"Truncated Differentials.","Alex Biryukov"
"Solitaire.","Bruce Schneier"
"Entity Authentication.","Robert J. Zuccherato"
"Cube Attack.","Marion Videau"
"Secure Routing in Wireless Mesh Networks.","Cristina Nita-Rotaru"
"Secure Routing in Wireless Mesh Networks.","Jing Dong 0006"
"Secure Routing in Wireless Mesh Networks.","Reza Curtmola"
"Application-Level Denial of Service.","Mudhakar Srivatsa"
"Application-Level Denial of Service.","Arun Iyengar"
"Rights Management.","Carlisle Adams"
"Access Control Lists.","Hakki C. Cankaya"
"Interpolation Attack.","Christophe De Cannière"
"Passport Security.","Jean-Jacques Quisquater"
"Passport Security.","Gildas Avoine"
"Share.","G. R. Blakley"
"Share.","Gregory A. Kabatiansky"
"Cramer-Shoup Public-Key System.","Dan Boneh"
"Stream and Multicast Authentication.","Yvo Desmedt"
"Stream and Multicast Authentication.","Goce Jakimoski"
"CCIT2-code.","Friedrich L. Bauer"
"Vigenère Encryption.","Friedrich L. Bauer"
"Certificate of Primality.","Anton Stiglic"
"IP Traceback.","Steven M. Bellovin"
"Karatsuba algorithm.","André Weimerskirch"
"Authentication token.","Robert J. Zuccherato"
"Logic-Based Authorization Languages.","Piero A. Bonatti"
"Crypto Machines.","Friedrich L. Bauer"
"Cryptophthora.","David Naccache"
"Uncoordinated Frequency Hopping Spread Spectrum.","Srdjan Capkun"
"Speaker Recognition.","Homayoon S. M. Beigi"
"SQL Access Control Model.","Sabrina De Capitani di Vimercati"
"SQL Access Control Model.","Giovanni Livraga"
"Proof-Carrying Code.","George C. Necula"
"CAST.","Christophe De Cannière"
"MAC Algorithms.","Bart Preneel"
"Davies-Meyer.","Bart Preneel"
"Data Mining (Privacy in).","Charu C. Aggarwal"
"Statistical Databases.","Nabil R. Adam"
"Statistical Databases.","Haibing Lu"
"Statistical Databases.","Jaideep Vaidya"
"Statistical Databases.","Basit Shafiq"
"Homomorphic Encryption.","Berry Schoenmakers"
"Schnorr Identification Protocol.","Mike Just"
"Access Pattern.","Davide Martinenghi"
"Nonrepudiation.","Randy Sabett"
"Primitive Element.","Burton S. Kaliski Jr."
"Cast.","Christophe De Cannière"
"Point Counting.","Pierrick Gaudry"
"Berlekamp ","Burt Kaliski"
"Kerberos.","Radmilo Racic"
"Denial-of-Service Detection.","George Kesidis"
"NFC.","Marc Vauclair"
"k-Anonymity.","Pierangela Samarati"
"Man-in-the-Middle Attack.","Yvo Desmedt"
"SET.","Peter Landrock"
"Perfect Forward Secrecy.","Hugo Krawczyk"
"Tamper Evidence.","Sean W. Smith"
"Number Field Sieve for the DLP.","Antoine Joux"
"Number Field Sieve for the DLP.","Reynald Lercier"
"Generic Model.","David Naccache"
"Differential Privacy.","Cynthia Dwork"
"Berlekamp-Massey Algorithm.","Anne Canteaut"
"Blackmailing Attacks.","David Naccache"
"Access Control Policies, Models, and Mechanisms.","Sabrina De Capitani di Vimercati"
"Access Control from an OS Security Perspective.","Hakki C. Cankaya"
"Correcting-Block Attack.","Bart Preneel"
"Malware Behavior Clustering.","Engin Kirda"
"Elliptic Curve Signature Schemes.","Darrel Hankerson"
"Elliptic Curve Signature Schemes.","Alfred Menezes"
"Time-Memory Trade-offs.","François-Xavier Standaert"
"Time-Memory Trade-offs.","Jean-Jacques Quisquater"
"ISO-9796 Signature Standards.","Mehdi Tibouchi"
"Inversion attack.","Anne Canteaut"
"Proton.","Peter Landrock"
"Standard Model.","David Naccache"
"Cryptrec.","Hideki Imai"
"Cryptrec.","Atsuhiro Yamagishi"
"Flexible Authorization Framework (FAF).","Pierangela Samarati"
"Multilevel Security Policies.","Frédéric Cuppens"
"Multilevel Security Policies.","Nora Cuppens-Boulahia"
"Summation Generator.","Caroline Fontaine"
"CCIT2-Code.","Friedrich L. Bauer"
"Mandatory Access Control.","Shambhu J. Upadhyaya"
"Intrusion Detection.","Toni Farley"
"Intrusion Detection.","Jill Joseph"
"Malware Detection.","Stefan Katzenbeisser 0001"
"Malware Detection.","Johannes Kinder"
"Malware Detection.","Helmut Veith"
"Identity Verification Protocol.","Robert J. Zuccherato"
"Barrett's Algorithm.","David Naccache"
"Authorization architecture.","Carlisle Adams"
"Function Field Sieve.","Emmanuel Thomé"
"Web Cache Poisoning Attacks.","Amit Klein 0001"
"Program Verification and Security.","Catherine A. Meadows"
"SYN Cookie Defense.","Wesley M. Eddy"
"Combination generator.","Anne Canteaut"
"Broadcast Authentication from a Conditional Perspective.","Donggang Liu"
"Vicinity Card.","Marc Vauclair"
"Elgamal Digital Signature Scheme.","Dan Boneh"
"Rootkits.","Padmaraj M. V. Nair"
"Mandatory Access Control Policy (MAC).","Sabrina De Capitani di Vimercati"
"Mandatory Access Control Policy (MAC).","Pierangela Samarati"
"MASH Hash Functions (Modular Arithmetic Secure Hash).","Bart Preneel"
"Secret Sharing Schemes.","Robert Blakley 0001"
"Secret Sharing Schemes.","Gregory A. Kabatiansky"
"Eavesdropping.","Micah Sherr"
"Entitlements Management.","Carlisle Adams"
"Privacy-Aware Access Control Policies.","Sabrina De Capitani di Vimercati"
"Knapsack Cryptographic Schemes.","Yvo Desmedt"
"Index Calculus Method.","Kim Nguyen"
"Pairings.","Darrel Hankerson"
"Pairings.","Alfred Menezes"
"Time-Stamping.","Stuart Haber"
"Time-Stamping.","Henri Massias"
"Random Number Testing.","Tom Caddy"
"Script Language Security.","Claudio A. Ardagna"
"Script Language Security.","Ernesto Damiani"
"eSTREAM.","Marion Videau"
"Monotone Signatures.","David Naccache"
"One Time Password, from a Key Management Perspective.","Carlisle Adams"
"Hippocratic Database.","Tyrone Grandison"
"Hippocratic Database.","Kristen LeFevre"
"Block ciphers.","Lars R. Knudsen"
"Private Information Retrieval.","Carlo Blundo"
"Known plaintext attack.","Alex Biryukov"
"Gait Recognition.","Sudeep Sarkar"
"Gait Recognition.","Zongyi Liu"
"Weak keys.","Alex Biryukov"
"Collision resistance.","Bart Preneel"
"X.509.","Danny De Cock"
"Elliptic Curve.","Darrel Hankerson"
"Elliptic Curve.","Alfred Menezes"
"Keystroke Dynamics.","Patrizio Campisi"
"Keystroke Dynamics.","Alessandro Neri 0001"
"Formal Methods and Access Control.","Michael Huth"
"von Neumann Correction.","David Naccache"
"Web Access Control Strategies.","Alban Gabillon"
"Fiat-Shamir Identification Protocol And The Fiat-Shamir Signature Scheme.","Yvo Desmedt"
"Cæsar cipher.","Friedrich L. Bauer"
"Iris.","Yu Chen"
"Practical E-Cash.","Jon Callas"
"Practical E-Cash.","Daniel Nagy"
"Practical E-Cash.","Akira Otsuka"
"Pseudorandom Number Generator.","François Koeune"
"Multiplicative Knapsack Cryptosystem.","David Naccache"
"Hyperelliptic Curves Performance.","Roberto Avanzi"
"Hyperelliptic Curves Performance.","Nicolas Thériault"
"SYN Flood Attack.","Wesley M. Eddy"
"Autotomic Signatures.","David Naccache"
"Information Flow and Noninterference.","Heiko Mantel"
"C2 - Block Cipher.","Lars R. Knudsen"
"C2 - Block Cipher.","Gregor Leander"
"Handwriting Analysis.","Patrizio Campisi"
"Handwriting Analysis.","Emanuele Maiorana"
"Handwriting Analysis.","Harold Mouchère"
"Handwriting Analysis.","Christian Viard-Gaudin"
"Handwriting Analysis.","Alessandro Neri 0001"
"Schnorr Indentification Scheme.","Mike Just"
"Spam Detection Using Network-Level Characteristics.","Brent ByungHoon Kang"
"Spam Detection Using Network-Level Characteristics.","Gautam Singaraju"
"Privileges in SQL.","Sabrina De Capitani di Vimercati"
"Privileges in SQL.","Giovanni Livraga"
"Site Characterization Using GP, MARS and GPR.","Pijush Samui"
"Site Characterization Using GP, MARS and GPR.","Yildirim Dalkiliç"
"Site Characterization Using GP, MARS and GPR.","J. Jagan"
"Genetically Improved Software.","William B. Langdon"
"Mate Choice in Evolutionary Computation.","António Leitão"
"Mate Choice in Evolutionary Computation.","Penousal Machado"
"Genetic Programming Applications in Chemical Sciences and Engineering.","Renu Vyas"
"Genetic Programming Applications in Chemical Sciences and Engineering.","Purva Goel"
"Genetic Programming Applications in Chemical Sciences and Engineering.","Sanjeev S. Tambe"
"Evolving GP Classifiers for Streaming Data Tasks with Concept Change and Label Budgets: A Benchmarking Study.","Ali Vahdat"
"Evolving GP Classifiers for Streaming Data Tasks with Concept Change and Label Budgets: A Benchmarking Study.","Jillian Morgan"
"Evolving GP Classifiers for Streaming Data Tasks with Concept Change and Label Budgets: A Benchmarking Study.","Andrew R. McIntyre"
"Evolving GP Classifiers for Streaming Data Tasks with Concept Change and Label Budgets: A Benchmarking Study.","Malcolm I. Heywood"
"Evolving GP Classifiers for Streaming Data Tasks with Concept Change and Label Budgets: A Benchmarking Study.","A. Nur Zincir-Heywood"
"Design of Real-Time Computer-Based Systems Using Developmental Genetic Programming.","Stanislaw Deniziak"
"Design of Real-Time Computer-Based Systems Using Developmental Genetic Programming.","Leszek Ciopinski"
"Design of Real-Time Computer-Based Systems Using Developmental Genetic Programming.","Grzegorz Pawinski"
"Potential of Genetic Programming in Hydroclimatic Prediction of Droughts: An Indian Perspective.","Rajib Maity"
"Potential of Genetic Programming in Hydroclimatic Prediction of Droughts: An Indian Perspective.","Kironmala Chanda"
"Genetic Programming for Modelling of Geotechnical Engineering Systems.","Mohamed A. Shahin"
"Application of GFA-MLR and G/PLS Techniques in QSAR/QSPR Studies with Application in Medicinal Chemistry and Predictive Toxicology.","Partha Pratim Roy 0002"
"Application of GFA-MLR and G/PLS Techniques in QSAR/QSPR Studies with Application in Medicinal Chemistry and Predictive Toxicology.","Supratim Ray"
"Application of GFA-MLR and G/PLS Techniques in QSAR/QSPR Studies with Application in Medicinal Chemistry and Predictive Toxicology.","Kunal Roy"
"Graph-Based Evolutionary Art.","Penousal Machado"
"Graph-Based Evolutionary Art.","João Correia"
"Graph-Based Evolutionary Art.","Filipe Assunção"
"Genetic Programming for Mining Association Rules in Relational Database Environments.","José María Luna"
"Genetic Programming for Mining Association Rules in Relational Database Environments.","Alberto Cano 0001"
"Genetic Programming for Mining Association Rules in Relational Database Environments.","Sebastián Ventura"
"Application of Genetic Programming in Hydrology.","Elahe Fallah-Mehdipour"
"Application of Genetic Programming in Hydrology.","Omid Bozorg Haddad"
"Application of Genetic Programming for Uniaxial and Multiaxial Modeling of Concrete.","Saeed K. Babanajad"
"Application of Gene-Expression Programming in Hydraulic Engineering.","A. Zahiri"
"Application of Gene-Expression Programming in Hydraulic Engineering.","A. A. Dehghani"
"Application of Gene-Expression Programming in Hydraulic Engineering.","H. Md. Azamathulla"
"On the Application of Genetic Programming for New Generation of Ground Motion Prediction Equations.","Mehdi Mousavi"
"On the Application of Genetic Programming for New Generation of Ground Motion Prediction Equations.","Alireza Azarbakht"
"On the Application of Genetic Programming for New Generation of Ground Motion Prediction Equations.","Sahar Rahpeyma"
"On the Application of Genetic Programming for New Generation of Ground Motion Prediction Equations.","Ali Farhadi"
"A New Evolutionary Approach to Geotechnical and Geo-Environmental Modelling.","Mohammed S. Hussain"
"A New Evolutionary Approach to Geotechnical and Geo-Environmental Modelling.","Alireza Ahangar-Asr"
"A New Evolutionary Approach to Geotechnical and Geo-Environmental Modelling.","Youliang Chen"
"A New Evolutionary Approach to Geotechnical and Geo-Environmental Modelling.","Akbar A. Javadi"
"Image Classification with Genetic Programming: Building a Stage 1 Computer Aided Detector for Breast Cancer.","Conor Ryan"
"Image Classification with Genetic Programming: Building a Stage 1 Computer Aided Detector for Breast Cancer.","Jeannie Fitzgerald"
"Image Classification with Genetic Programming: Building a Stage 1 Computer Aided Detector for Breast Cancer.","Krzysztof Krawiec"
"Image Classification with Genetic Programming: Building a Stage 1 Computer Aided Detector for Breast Cancer.","David Medernach"
"Trading Volatility Using Highly Accurate Symbolic Regression.","Michael F. Korns"
"Use of Genetic Programming Based Surrogate Models to Simulate Complex Geochemical Transport Processes in Contaminated Mine Sites.","Hamed Koohpayehzadeh Esfahani"
"Use of Genetic Programming Based Surrogate Models to Simulate Complex Geochemical Transport Processes in Contaminated Mine Sites.","Bithin Datta"
"GPTIPS 2: An Open-Source Software Platform for Symbolic Data Mining.","Dominic P. Searson"
"eCrash: a Genetic Programming-Based Testing Tool for Object-Oriented Software.","José Carlos Bregieiro Ribeiro"
"eCrash: a Genetic Programming-Based Testing Tool for Object-Oriented Software.","Ana Filipa Nogueira"
"eCrash: a Genetic Programming-Based Testing Tool for Object-Oriented Software.","Francisco Fernández de Vega"
"eCrash: a Genetic Programming-Based Testing Tool for Object-Oriented Software.","Mário Alberto Zenha-Rela"
"Application of Genetic Programming for Electrical Engineering Predictive Modeling: A Review.","Seyyed Soheil Sadat Hosseini"
"Application of Genetic Programming for Electrical Engineering Predictive Modeling: A Review.","Alireza Nemati"
"Evaluation of Liquefaction Potential of Soil Based on Shear Wave Velocity Using Multi-Gene Genetic Programming.","Pradyut Kumar Muduli"
"Evaluation of Liquefaction Potential of Soil Based on Shear Wave Velocity Using Multi-Gene Genetic Programming.","Sarat Kumar Das"
"Gerontological Perspectives on Ambient Assisted Living.","Andrew Sixsmith"
"Utilization of Cloud Infrastructures for Pervasive Healthcare Applications.","Charalampos Doukas"
"Utilization of Cloud Infrastructures for Pervasive Healthcare Applications.","Thomas Pliakas"
"Utilization of Cloud Infrastructures for Pervasive Healthcare Applications.","Ilias Maglogiannis"
"Preparation and Start-Up Phase of the European AAL Joint Programme.","Michael Huch"
"Housing, Gerontology and AAL: New Services Development.","José Javier Yanguas"
"Housing, Gerontology and AAL: New Services Development.","Elena Urdaneta"
"Innovative Rehabilitation Technologies for Home Environments - An Overview.","Michael John"
"Innovative Rehabilitation Technologies for Home Environments - An Overview.","Stefan Klose"
"Innovative Rehabilitation Technologies for Home Environments - An Overview.","Beate Seewald"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","Tom Chau"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","Negar Memarian"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","Brian Leung"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","Deborah Treherne"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","David A. Hobbs"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","Breanna Worthington-Eyre"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","Andrea Lamont"
"Home-Based Computer Vision Access Technologies for Individuals with Severe Motor Impairments.","Michele Pla-Mobarak"
"Happy Healthy Home.","Ellen Yi-Luen Do"
"Happy Healthy Home.","Brian D. Jones"
"AAL in the Health Space - A Reflection.","Jean Roberts"
"The Role of Assistive Technology in Supporting Formal Carers.","Amritpal Singh Bhachu"
"The Role of Assistive Technology in Supporting Formal Carers.","Nicolas Hine"
"The Role of Assistive Technology in Supporting Formal Carers.","Ryan Woolrych"
"Introduction to Section on AAL for Rehabilitation.","Reiner Wichert"
"The universAAL Reference Model for AAL.","Mohammad-Reza Tazari"
"The universAAL Reference Model for AAL.","Francesco Furfari"
"The universAAL Reference Model for AAL.","Álvaro Fides-Valero"
"The universAAL Reference Model for AAL.","Sten Hanke"
"The universAAL Reference Model for AAL.","Oliver Höftberger"
"The universAAL Reference Model for AAL.","Dionisis D. Kehagias"
"The universAAL Reference Model for AAL.","Miran Mosmondor"
"The universAAL Reference Model for AAL.","Reiner Wichert"
"The universAAL Reference Model for AAL.","Peter Wolf"
"New Ambient Assistive Technologies: The Users' Perspectives.","Elizabeth Mestheneos"
"Smart Homes as a Vehicle for AAL.","Juan Carlos Augusto"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Michael Obach"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Pierre Barralon"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Enrique León"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Leire Martínez"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Javier Arcas"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Igone Idígoras"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Alberto Martínez"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Arantxa Rentería"
"R&D Projects Related to AAL in TECNALIA's Health Technologies Unit.","Carmen Pastor"
"Smart Home Technologies for People with Cognitive Impairment: An Affordable, Rehabilitative Approach.","Tony Gentry"
"Introduction to Section on Future Developments and Visions for the AAL Area.","Juan Carlos Augusto"
"Introduction to Section on Future Developments and Visions for the AAL Area.","Julie Maitland"
"The National Health Service in England - Moving to Mainstream Use of Ambient Assisted Living Technology.","George MacGinnis"
"Biometrics in Healthcare - A Research Overview.","Shimon K. Modi"
"Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art.","Alex Mihailidis"
"Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art.","Jennifer Boger"
"Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art.","Stephen Czarnuch"
"Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art.","Tizneem Jiancaro"
"Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art.","Jesse Hoey"
"Smart Living Environment: Ubiquitous Computing Approach Based on TRON Architecture.","Ken Sakamura"
"Study on Future Trend of the Elderly Care from the Aspect of Assistive Technology Rental System in Japan.","Shao-Huai Lee"
"Study on Future Trend of the Elderly Care from the Aspect of Assistive Technology Rental System in Japan.","Jui-Chen Huang"
"Social Spaces for Reseach and Innovation (SSRI): Users Leading Research and Innovation in Ambient Assisted Living.","Ana García Robles"
"Social Spaces for Reseach and Innovation (SSRI): Users Leading Research and Innovation in Ambient Assisted Living.","Javier García Guzmán"
"Social Spaces for Reseach and Innovation (SSRI): Users Leading Research and Innovation in Ambient Assisted Living.","Lorena Bourg"
"Social Spaces for Reseach and Innovation (SSRI): Users Leading Research and Innovation in Ambient Assisted Living.","J. Manuel Ojel"
"Social Spaces for Reseach and Innovation (SSRI): Users Leading Research and Innovation in Ambient Assisted Living.","R. Ignacio Madrid"
"Medical Information Management with ECG Biometrics: A Secure and Effective Framework.","Foteini Agrafioti"
"Medical Information Management with ECG Biometrics: A Secure and Effective Framework.","Francis Minhthang Bui"
"Medical Information Management with ECG Biometrics: A Secure and Effective Framework.","Dimitrios Hatzinakos"
"Connecting Communities: The Role of Design Ethnography in Developing Social Care Technologies for Isolated Older Adults.","David Prendergast 0001"
"Connecting Communities: The Role of Design Ethnography in Developing Social Care Technologies for Isolated Older Adults.","Claire Somerville"
"Connecting Communities: The Role of Design Ethnography in Developing Social Care Technologies for Isolated Older Adults.","Joseph P. Wherton"
"SmartSenior - Intelligent Services for Senior Citizens.","Michael C. Balasch"
"SmartSenior - Intelligent Services for Senior Citizens.","Martin Schultz"
"SmartSenior - Intelligent Services for Senior Citizens.","Christine Carius-Düssel"
"SmartSenior - Intelligent Services for Senior Citizens.","Michael John"
"SmartSenior - Intelligent Services for Senior Citizens.","Joachim Hänsel"
"SmartSenior - Intelligent Services for Senior Citizens.","Norbert Pieth"
"SmartSenior - Intelligent Services for Senior Citizens.","Thilo Ernst"
"SmartSenior - Intelligent Services for Senior Citizens.","Jörn Kiselev"
"SmartSenior - Intelligent Services for Senior Citizens.","Gerd Kock"
"SmartSenior - Intelligent Services for Senior Citizens.","Ben Hennig"
"SmartSenior - Intelligent Services for Senior Citizens.","Klaus F. Wagner"
"SmartSenior - Intelligent Services for Senior Citizens.","Marten Haesner"
"SmartSenior - Intelligent Services for Senior Citizens.","Elisabeth Steinhagen-Thiessen"
"SmartSenior - Intelligent Services for Senior Citizens.","Mehmet Gövercin"
"SmartSenior - Intelligent Services for Senior Citizens.","Jan-Peter Jansen"
"SmartSenior - Intelligent Services for Senior Citizens.","Markus Schröder"
"SmartSenior - Intelligent Services for Senior Citizens.","Matthias Masur"
"SmartSenior - Intelligent Services for Senior Citizens.","Tobias Leipold"
"SmartSenior - Intelligent Services for Senior Citizens.","Irina Busch"
"SmartSenior - Intelligent Services for Senior Citizens.","Stefan Zeidler"
"SmartSenior - Intelligent Services for Senior Citizens.","Sibylle Meyer"
"SmartSenior - Intelligent Services for Senior Citizens.","Uta Böhm"
"SmartSenior - Intelligent Services for Senior Citizens.","Christa Fricke"
"SmartSenior - Intelligent Services for Senior Citizens.","Claudia Spindler"
"SmartSenior - Intelligent Services for Senior Citizens.","Harald Klaus"
"SmartSenior - Intelligent Services for Senior Citizens.","Fabienne Waidelich"
"SmartSenior - Intelligent Services for Senior Citizens.","Jens-Uwe Bußer"
"SmartSenior - Intelligent Services for Senior Citizens.","Wolfgang Klasen"
"SmartSenior - Intelligent Services for Senior Citizens.","Katrin Müller"
"Biometric Monitoring of Behaviour.","Anastasios Drosou"
"Biometric Monitoring of Behaviour.","Dimitrios Tzovaras"
"Managing Chronic Conditions Using Wireless Sensor Networks.","Raluca Marin-Perianu"
"Managing Chronic Conditions Using Wireless Sensor Networks.","Juan Jimenez Garcia"
"Managing Chronic Conditions Using Wireless Sensor Networks.","Stephan Bosch"
"Managing Chronic Conditions Using Wireless Sensor Networks.","Mihai Marin-Perianu"
"Managing Chronic Conditions Using Wireless Sensor Networks.","Paul J. M. Havinga"
"Delivering Technology Enriched Health and Social Care: Policy Context for User Focused Research.","Suzanne Martin"
"Delivering Technology Enriched Health and Social Care: Policy Context for User Focused Research.","Maurice D. Mulvenna"
"Gait Profile - A Biometric that Defines Our Mobility.","Diana Hodgins"
"Electronic-Early Warning Scorecard: An Intelligent Context Aware Decision Making Approach for Patient Monitoring.","Tom O'Kane"
"Electronic-Early Warning Scorecard: An Intelligent Context Aware Decision Making Approach for Patient Monitoring.","John O'Donoghue"
"Electronic-Early Warning Scorecard: An Intelligent Context Aware Decision Making Approach for Patient Monitoring.","Joe Gallagher"
"Electronic-Early Warning Scorecard: An Intelligent Context Aware Decision Making Approach for Patient Monitoring.","Abdur Aftab"
"Electronic-Early Warning Scorecard: An Intelligent Context Aware Decision Making Approach for Patient Monitoring.","Aveline Casey"
"Electronic-Early Warning Scorecard: An Intelligent Context Aware Decision Making Approach for Patient Monitoring.","Garry Courtney"
"Face Recognition in Ambient Intelligence Applications.","Annalisa Franco"
"Face Recognition in Ambient Intelligence Applications.","Dario Maio"
"Face Recognition in Ambient Intelligence Applications.","Davide Maltoni"
"ICT Infrastructures for Telerehabilitation.","Wolfgang Deiters"
"ICT Infrastructures for Telerehabilitation.","Oliver Koch"
