"title","type","publisher","journal","month","year","language","booktitle","volume","pages","ee"
"Prozedurale Aspekte der Wegplanung und Wegbeschreibung","article","IBM Deutschland GmbH","LILOG-Report","",2019,"","","17","",""
"Projekt ""Elektronische Wörterbücher/Lexika"": Abschlußbericht der Definitionsphase","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",1992,"afrikaans","","145","",""
"FLL: A First-Order Language for Deductive Retrieval of Feature Terms","article","IBM Deutschland GmbH","LILOG-Report","",2020,"afrikaans","","57","",""
"Resolution with Feature Unification","article","IBM Deutschland GmbH","LILOG-Report","",2018,"","","51","",""
"Das Problem der VP-Ellipsen im Rahmen einer Theorie der Sachverhaltsanaphern","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",1989,"italian","","123","",""
"Erster EXCEPT-Workshop: Computerunterstützte Umweltverträglichkeitsprüfung","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2018,"","","125","",""
"Konzeptuelles Design einer mehrsprachigen lexikalischen Datenbank für die maschinelle Übersetzung","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2019,"french","","218","",""
"A Calculus for Order-Sorted Predicate Logic with Sort Literals","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2018,"","","95","",""
"Persistente Datenspeicherung in einer logischen Programmiersprache mit relationalen und deduktiven Datenbanken","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2019,"italian","","219","",""
"Integration eines deduktiven Datenbanksystems in eine Logikprogrammiersprache","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2022,"","","176","",""
"On Subsumption and Semiunifaction in Feature Algebras","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2018,"","","97","",""
"A Knowledge Level Analysis of Belief Revision","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2015,"","","69","",""
"An Effective Representation of Complex Clauses in a Relational Database","article","IBM Deutschland GmbH","LILOG-Report","",1994,"","","44","",""
"Prolog and Natural Language Processing","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2012,"","","209","",""
"An Anaphora Resolution Procedure for Machine Translation","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2007,"afrikaans","","172","",""
"Natural Language Understanding in LILOG: An Intermediate Overview","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2014,"","","137","",""
"Verarbeitung von Vagheits- und Unsicherheitsbewertungen: Tools für das Testen von Ansätzen für die Unifikation und die Logikbehandlung von mit Unsicherheit und Vagheit bewerteten Graphen im L-LILOG-STUF-Graphenkonzept","article","IBM Deutschland GmbH","LILOG-Memo","",1995,"","","12","",""
"Modeling Structured Open Worlds in a Database System: The FLL-Approach","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2021,"","","149","",""
"Integrating a Deductive Database System with a Warren Abstract Machine","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",1988,"italian","","141","",""
"Ein neuer Ansatz zur Integration unterschiedlicher lexikalischer Resourcen","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",1997,"french","","196","",""
"Expressing Linguistic Knowledge in STUF '91","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2019,"spanish","","206","",""
"Zeit und Aspekt bei der Verarbeitung natürlicher Sprachen","article","IBM Deutschland GmbH","LILOG-Report","",2016,"","","9","",""
"Spezifikation eines Theorembeweisers für dreiwertige First-Order Logik.","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2017,"spanish","","136","",""
"Über die W's der Textgenerierung: Was, wofür, wo und wie: Wissensbasierte Generierung von informierenden Texten in einem Auskunftssystem","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2011,"","","148","",""
"Integrating Model Theoretic and Proof Theoretic Interpretation of Logic Programs","article","IBM Deutschland GmbH","LILOG-Report","",2021,"","","36","",""
"THOR - A System for Computing in Equational Theories","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2014,"","","226","",""
"Syntactic Processing of Unknown Words","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2021,"afrikaans","","131","",""
"Verträglichkeitsprüfungen für die Verarbeitung räumlichen Wissens","article","IBM Deutschland GmbH","LILOG-Report","",2020,"","","47","",""
"A Tool Kit for Knowledge Based Production Planning Systems","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",1981,"spanish","","128","",""
"Wortbedeutungen und lexikalische Repräsentationen","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2015,"spanish","","127","",""
"Semantische Repräsentation von Plural-Phänomenen","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2013,"","","230","",""
"Results on Non-Monotonic Logics.","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2022,"","","204","",""
"Modelling Spatial Knowledge on a Linguistic Basis","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2013,"english","","147","",""
"Modularizing Knowledge in LILOG","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2021,"","","173","",""
"Rule Rewriting Techniken zur globalen Optimierung von FLL-Programmen","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2022,"","","105","",""
"Variable Subkategorisierung: Eine Theorie unpersönlicher Einbettungen im Deutschen","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2018,"","","161","",""
"Presupposition, Anaphora, and Lexical Content.","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2015,"","","185","",""
"Development and Programming of Deductive Databases with PROTOS-L","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2013,"","","118","",""
"A Shared Segment and Interprocess Communication Facility for VM/370","article","","Research Report / RJ / IBM / San Jose, California","May",2015,"","","RJ1579","",""
"ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integritätskontrolle von Wissensbasen","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2020,"italian","","186","",""
"The Algebra of Feature Graph Specifications","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2021,"afrikaans","","94","",""
"SQL/Data System, General Information Manual.","article","IBM Corporation, White Plains, NY","IBM Publication","","1981","","","GH24-5012","",""
"A Persistent Store for Large Shared Knowledge Bases","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2018,"","","133","",""
"Representation and Accessibility of Discourse Referents","article","IBM Deutschland GmbH","LILOG-Report","",1981,"italian","","24","",""
"Gebietskonstituierende Prozesse","article","IBM Deutschland GmbH","LILOG-Report","",2021,"afrikaans","","18","",""
"Slide Search.","article","","Research Report / RJ / IBM / San Jose, California","June",2015,"","","RJ2274","",""
"Complexity of Logical Decision Problems: An Introduction","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2021,"","","143","",""
"Weiterentwicklung des Earley-Algorithmus für kontextfreie und ID/LP-Grammatiken","article","IBM Deutschland GmbH","LILOG-Report","",2017,"","","28","",""
"Terminological Reasoning is Inherently Intractable","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2009,"","","82","",""
"Graph Based Extension of the LILOG Inference Engine","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2013,"spanish","","229","",""
"Verarbeitung natürlicher Sprache","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2004,"","","66","",""
"A Model for Discourse Particles","article","IBM Deutschland GmbH","LILOG-Report","",2016,"","","31","",""
"Chart-Parsing of Unification-Based Grammars with ID/LP-Rules","article","IBM Deutschland GmbH","LILOG-Report","",2011,"english","","22","",""
"Transitive Closure: New Aspects of an Old Theme","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2021,"","","203","",""
"On Structuring Domain-Specific Knowledge","article","IBM Deutschland GmbH","LILOG-Report","",2010,"english","","12","",""
"Die Sloppy/Referenzielle Ambiguität: Bildungssyntax oder Diskursrepräsentationstheorie?","article","IBM Deutschland GmbH","LILOG-Report","",2014,"","","32","",""
"Standards für das Programmieren in Prolog für LILOG, Version 3.3","article","IBM Deutschland GmbH","LILOG-Memo","",2022,"","","14","",""
"LILOG Prototype I Grammar Documentation: Semantics","article","IBM Deutschland GmbH","LILOG-Memo","",2016,"","","10","",""
"Datenbankkonzepte für wissensbasierte Systeme","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2022,"","","151","",""
"Using a Structured English Query Language as a Data Definition Facility.","article","","Research Report / RJ / IBM / San Jose, California","December",2021,"","","RJ1318","",""
"The Compilation of a High Level Data Language.","article","","Research Report / RJ / IBM / San Jose, California","August",2013,"","","RJ2598","",""
"Ein Lernverfahren für den automatischen Erwerb von Kontrollwissen","article","IBM Germany Science Center, Institute for Knowledge Based Systems","IWBS Report","",2019,"","","207","",""
"Stability Analysis of Wireless Networks","article","","Universität Trier, Mathematik/Informatik, Forschungsbericht","",2016,"","","98-14","",""
"Finding Scientific Papers with HPSearch and MOPS","article","","Universität Trier, Mathematik/Informatik, Forschungsbericht","",1997,"","","99-26","",""
"A Modified Mesh Independence Principle of Newton's Method","article","","Universität Trier, Mathematik/Informatik, Forschungsbericht","",2017,"","","96-16","",""
"VisBDD - A Webbased Visualization Framework for OBDD Algorithms","article","","Universität Trier, Mathematik/Informatik, Forschungsbericht","",2009,"afrikaans","","01-21","",""
"On Boolean vs. Modular Arithmetic for Circuits and Communication Protocols","article","","Universität Trier, Mathematik/Informatik, Forschungsbericht","",1992,"","","98-06","",""
