"citing","cited"
"SQL/Data System for VSE: A Relational Data System for Application Development.","Subscriber Identity Module."
"SQL/Data System for VSE: A Relational Data System for Application Development.","Pairings."
"SQL/Data System for VSE: A Relational Data System for Application Development.","Telehealthcare Development & Effectiveness in Taiwan."
"SQL/Data System for VSE: A Relational Data System for Application Development.","On Subsumption and Semiunifaction in Feature Algebras"
"SQL/Data System for VSE: A Relational Data System for Application Development.","Black Box Algorithms."
"SQL/Data System for VSE: A Relational Data System for Application Development.","A Brief Overlook of LILOG-DB"
"SQL/Data System for VSE: A Relational Data System for Application Development.","Structure and Dynamics of Social Networks Revealed by Data Analysis of Actual Communication Services."
"A Logical Operational Semantics of Full Prolog","Rivest Cipher 6."
"A Logical Operational Semantics of Full Prolog","Word Order and Focus Projection"
"A Logical Operational Semantics of Full Prolog","Running-Key."
"A Logical Operational Semantics of Full Prolog","Propositional Proofs and Their Complexity"
"A Logical Operational Semantics of Full Prolog","Elliptic Curve Keys."
"Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte","Point Counting."
"Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte","Adaptive Neck Support for Wellbeing During Air Travel."
"Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte","Dynamic Root of Trust."
"Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte","RSA Problem."
"Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte","Static Code Analysis."
"Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte","NTRUSign."
"Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte","An Integer Concave Minimization Approach for the Minimum Concave Cost Capacitated Flow Problem on Networks"
"How could a good system of practical NLP look like?","Montgomery Arithmetic."
"How could a good system of practical NLP look like?","An Overview on Planning Applications in PROTOS-L"
"How could a good system of practical NLP look like?","Biometric Recognition."
"How could a good system of practical NLP look like?","The Many-Valued Theorem Prover "
"How could a good system of practical NLP look like?","SHA."
"How could a good system of practical NLP look like?","Biometric Recognition."
"How could a good system of practical NLP look like?","Whirlpool."
"How could a good system of practical NLP look like?","Trust Region Methods for Solving the Optimal Output Feedback Design Problem"
"How could a good system of practical NLP look like?","Android's Security Framework-Understanding the Security of Mobile Phone Platforms."
"How could a good system of practical NLP look like?","Using Human Factors to Guide the Design and Implementation of Consumer Health Informatics Interventions."
"How could a good system of practical NLP look like?","On Product Connection Theorems for Markov Chains"
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","Triple-DES."
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","A Model for Discourse Particles"
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","Koblitz Elliptic Curves."
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","Luby-Rackoff Ciphers."
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","E0 (Bluetooth)."
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","Security of Group Communication in Wireless Mesh Networks."
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","One-Way Function."
"Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers","Analyzing the Dynamics of Communication in Online Social Networks."
"Attribute Inheritance Implemented on Top of a Relational Database System","Feistel Cipher."
"Attribute Inheritance Implemented on Top of a Relational Database System","Electronic Wallet."
"Attribute Inheritance Implemented on Top of a Relational Database System","HRU."
"Attribute Inheritance Implemented on Top of a Relational Database System","Public-Key Cryptosystem."
"Attribute Inheritance Implemented on Top of a Relational Database System","Spam Detection Using Network-Level Characteristics."
"Attribute Inheritance Implemented on Top of a Relational Database System","Elliptic Curve Trace Computation."
"Attribute Inheritance Implemented on Top of a Relational Database System","Rekonstruktion von Hintergrundwissen für ein wissensbasiertes textverstehendes System"
"Attribute Inheritance Implemented on Top of a Relational Database System","Keystream."
"Attribute Inheritance Implemented on Top of a Relational Database System","Inheritance for ADTs (revised)"
"Attribute Inheritance Implemented on Top of a Relational Database System","Online Advertising in Social Networks."
"Attribute Inheritance Implemented on Top of a Relational Database System","Information Security Management System."
"Attribute Inheritance Implemented on Top of a Relational Database System","Authenticated Encryption."
"LMT - Machine Translation Demonstration","Key Management."
"LMT - Machine Translation Demonstration","Lexical Representation of Idioms"
"LMT - Machine Translation Demonstration","Quantization for Probability Measures in the Prohorov Metric"
"LMT - Machine Translation Demonstration","Meet-in-the-Middle Attack."
"LMT - Machine Translation Demonstration","Intrusion Detection in Ad Hoc Networks."
"LMT - Machine Translation Demonstration","Wireless Device Fingerprinting."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","On the Reconstruction of Binary Images from Their Discrete Radon Transforms"
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","SERPENT."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","NFS."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","SIM/UICC."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","Erster EXCEPT-Workshop: Computerunterstützte Umweltverträglichkeitsprüfung"
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","Wissensbasisverwaltung für LILOG"
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","TCG Trusted Computing Group."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","A Modal µ""-Calculus for Durational Transition Systems"
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","Segregation of Duties."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","Access Control."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","Monitoring."
"Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment","Access Structure."
"Sort Processing in a Deductive Database System","Running-key."
"Sort Processing in a Deductive Database System","Virtualization Security."
"Sort Processing in a Deductive Database System","Vicinity Card."
"Sort Processing in a Deductive Database System","Data Mining (Privacy in)."
"Sort Processing in a Deductive Database System","Secure Index."
"Sort Processing in a Deductive Database System","Policy Composition."
"Sort Processing in a Deductive Database System","Cryptology."
"Sort Processing in a Deductive Database System","Weak keys."
"Sort Processing in a Deductive Database System","Substitutions and permutations."
"Sort Processing in a Deductive Database System","Eine dreiwertige Logik zur Verarbeitung partieller Information"
"Sort Processing in a Deductive Database System","Microdata Masking Techniques."
"Sort Processing in a Deductive Database System","Number Theory."
"Sort Processing in a Deductive Database System","Semantics of Logic Programs with Equational Abstract Data Type Specifications"
"Sort Processing in a Deductive Database System","Monitoring Patterns of Inactivity in the Home with Domotics Networks."
"Sort Processing in a Deductive Database System","Location Information (Privacy of)."
"EFTA: A Database Retrieval Algebra for Feature Terms","GCM."
"EFTA: A Database Retrieval Algebra for Feature Terms","On Generic One-Parametric Semi-Infinite Optimization"
"EFTA: A Database Retrieval Algebra for Feature Terms","Distinguishing Attacks."
"EFTA: A Database Retrieval Algebra for Feature Terms","On the Reconstruction of Binary Images from Their Discrete Radon Transforms"
"EFTA: A Database Retrieval Algebra for Feature Terms","Smart Living Environment: Ubiquitous Computing Approach Based on TRON Architecture."
"EFTA: A Database Retrieval Algebra for Feature Terms","Software-Based Attestation."
"EFTA: A Database Retrieval Algebra for Feature Terms","Master Key."
"EFTA: A Database Retrieval Algebra for Feature Terms","The Complexity of Detecting Crossingfree Configurations in the Plane"
"EFTA: A Database Retrieval Algebra for Feature Terms","Stability Conditions for the BMAP/G/1 Queue with Level Dependent Arrivals"
"Knowledge in Operation","Binomial Distribution."
"Knowledge in Operation","Field Polynomial."
"Knowledge in Operation","State Encodings and OBDD-Sizes"
"Knowledge in Operation","Public Key Infrastructure."
"Knowledge in Operation","Run-Time Malware Analysis."
"Knowledge in Operation","Some Bounds on Multiparty Communication Complexity of Pointer Jumping"
"Knowledge in Operation","Textunderstanding in LILOG - Sorts and Reference Objects"
"Knowledge in Operation","Cloud Computing."
"Knowledge in Operation","Stack (Buffer) Overrun."
"Knowledge in Operation","MASH Hash Functions (Modular Arithmetic Secure Hash)."
"An Overview on Planning Applications in PROTOS-L","International Workshop on Terminological Logics - Proceedings"
"An Overview on Planning Applications in PROTOS-L","Existential Forgery."
"An Overview on Planning Applications in PROTOS-L","A Knowledge Level Analysis of Belief Revision"
"An Overview on Planning Applications in PROTOS-L","Cryptosystem."
"An Overview on Planning Applications in PROTOS-L","On Markovian Spatial Arrival Processes for the Performance Analysis of Mobile Communication Networks"
"An Overview on Planning Applications in PROTOS-L","Perfectly Secure Message Transmission."
